Age,Attrition,Department,EmployeeNumber,Gender,JobRole,YearsAtCompany,MonthlyIncome,PerformanceRating
28.0, no , research & development ,221.0,MALE,RESEARCH SCIENTIST,5.0,2713.0,3.0
22.0,NAN, research & development ,675.0, male ,RESEARCH SCIENTIST,2.0,2773.0,4.0
46.0,NO,SALES,1732.0, nan , sales executive ,10.0,10368.0,3.0
26.0,NO,SALES,2060.0,FEMALE, sales representative ,4.0,2966.0,3.0
,NO,SALES,889.0,MALE,SALES EXECUTIVE,10.0,6524.0,3.0
36.0,NAN, sales ,2024.0,FEMALE,SALES EXECUTIVE,9.0,7644.0,3.0
35.0, no , research & development ,586.0,MALE, healthcare representative ,8.0,7632.0,3.0
53.0, no , nan ,862.0, female , sales executive ,5.0,10934.0,3.0
,NO, research & development ,417.0,NAN,HEALTHCARE REPRESENTATIVE,18.0,9613.0,3.0
35.0,NO,RESEARCH & DEVELOPMENT,, male ,LABORATORY TECHNICIAN,10.0,3407.0,3.0
53.0, no , sales ,897.0,MALE,SALES EXECUTIVE,2.0,,3.0
42.0, no , research & development ,591.0,MALE, laboratory technician ,2.0,2093.0,3.0
31.0, no ,NAN,1011.0, female ,MANUFACTURING DIRECTOR,,,
, yes , nan ,445.0, female , sales executive ,1.0,5238.0,3.0
38.0, no , research & development ,1766.0,NAN,HEALTHCARE REPRESENTATIVE,1.0,5811.0,3.0
36.0, yes ,RESEARCH & DEVELOPMENT,1052.0, male ,LABORATORY TECHNICIAN,1.0,4834.0,
45.0,NO,SALES,783.0, male , sales representative ,8.0,6632.0,3.0
55.0,NO, research & development ,1034.0,MALE, healthcare representative ,8.0,6385.0,3.0
29.0, yes ,HUMAN RESOURCES,1844.0, male ,HUMAN RESOURCES,2.0,2335.0,3.0
28.0,YES,RESEARCH & DEVELOPMENT,364.0, nan ,LABORATORY TECHNICIAN,0.0,3485.0,3.0
38.0, no ,RESEARCH & DEVELOPMENT,, female ,LABORATORY TECHNICIAN,0.0,3306.0,3.0
35.0, no , research & development ,1728.0,MALE, manufacturing director ,7.0,6883.0,
52.0,NO, sales ,776.0,MALE,MANAGER,34.0,16856.0,3.0
27.0,NO,SALES,, male , sales executive ,,6349.0,3.0
40.0, no ,RESEARCH & DEVELOPMENT,335.0, male ,RESEARCH SCIENTIST,9.0,3319.0,3.0
49.0,NO,RESEARCH & DEVELOPMENT,499.0,NAN,HEALTHCARE REPRESENTATIVE,5.0,10965.0,4.0
37.0, no , sales ,378.0, male , sales executive ,5.0,6502.0,3.0
31.0,YES,RESEARCH & DEVELOPMENT,1459.0,FEMALE,MANUFACTURING DIRECTOR,10.0,7446.0,3.0
55.0,YES, research & development ,787.0, male , manager ,5.0,,3.0
26.0,NO, research & development ,1177.0,MALE,LABORATORY TECHNICIAN,8.0,,4.0
30.0, nan , research & development ,239.0,MALE,LABORATORY TECHNICIAN,,3072.0,3.0
35.0, no , research & development ,1529.0, female , healthcare representative ,,8606.0,3.0
29.0,NO,RESEARCH & DEVELOPMENT,20.0,FEMALE, manufacturing director ,10.0,9980.0,3.0
28.0,NO,RESEARCH & DEVELOPMENT,1216.0, nan , laboratory technician ,6.0,3196.0,3.0
, no , sales ,382.0, female ,SALES EXECUTIVE,,,4.0
38.0, no ,RESEARCH & DEVELOPMENT,724.0, female , healthcare representative ,9.0,7625.0,3.0
, no , research & development ,,FEMALE,NAN,16.0,10388.0,3.0
21.0, yes ,RESEARCH & DEVELOPMENT,1079.0,FEMALE, laboratory technician ,1.0,1416.0,3.0
27.0,NAN,NAN,1850.0,FEMALE, laboratory technician ,5.0,2379.0,
51.0,NO, research & development ,211.0, nan ,MANUFACTURING DIRECTOR,1.0,6132.0,3.0
36.0, no ,SALES,990.0,MALE,SALES EXECUTIVE,7.0,,3.0
32.0,NO,RESEARCH & DEVELOPMENT,679.0, female , research scientist ,6.0,6322.0,3.0
34.0, no , research & development ,1696.0,MALE,LABORATORY TECHNICIAN,15.0,3986.0,3.0
31.0,NO,SALES,941.0, male , sales representative ,7.0,2329.0,3.0
32.0,NO, research & development ,1046.0, female ,LABORATORY TECHNICIAN,8.0,4025.0,3.0
29.0,NO,SALES,469.0,MALE, sales executive ,4.0,4649.0,3.0
34.0,NO, nan ,1658.0,FEMALE, research scientist ,11.0,5433.0,3.0
37.0,YES, nan ,1033.0, nan , healthcare representative ,1.0,4777.0,
, no , research & development ,1803.0,MALE, healthcare representative ,,5538.0,3.0
33.0,NO,SALES,52.0, female ,SALES EXECUTIVE,5.0,5376.0,3.0
36.0, no , research & development ,823.0, female , manufacturing director ,9.0,5228.0,3.0
, no , research & development ,1608.0,NAN, research director ,22.0,19049.0,3.0
,NO, research & development ,1974.0, female ,LABORATORY TECHNICIAN,1.0,1129.0,3.0
29.0, yes , research & development ,, male , research scientist ,1.0,2439.0,4.0
, no , sales ,2013.0, male , sales representative ,2.0,2269.0,3.0
21.0,NO, research & development ,30.0, male , research scientist ,0.0,1232.0,3.0
30.0,NO, research & development ,441.0,FEMALE, research scientist ,10.0,5775.0,3.0
44.0, no , research & development ,1246.0, female , research scientist ,10.0,2011.0,3.0
36.0,NO,RESEARCH & DEVELOPMENT,1133.0, male , manufacturing director ,11.0,7779.0,4.0
52.0, nan , research & development ,1401.0, female ,MANUFACTURING DIRECTOR,,13247.0,3.0
34.0,YES, human resources ,1467.0, female , human resources ,2.0,2742.0,3.0
49.0, no , sales ,1757.0,FEMALE, sales executive ,5.0,4507.0,3.0
34.0, no , research & development ,1485.0, male ,RESEARCH DIRECTOR,14.0,17007.0,3.0
35.0,NO,RESEARCH & DEVELOPMENT,88.0, male , research scientist ,3.0,2194.0,3.0
45.0,NO, sales ,1845.0, female ,SALES EXECUTIVE,8.0,5154.0,4.0
38.0, no ,RESEARCH & DEVELOPMENT,461.0, male , research director ,11.0,11510.0,3.0
52.0,YES,SALES,1319.0,NAN,NAN,8.0,8446.0,3.0
19.0,NO, research & development ,1269.0, female ,RESEARCH SCIENTIST,1.0,,3.0
44.0,NO,SALES,1481.0,FEMALE,SALES EXECUTIVE,1.0,4768.0,3.0
,NO,RESEARCH & DEVELOPMENT,197.0, female ,RESEARCH SCIENTIST,3.0,3204.0,
56.0, no ,RESEARCH & DEVELOPMENT,, male ,MANUFACTURING DIRECTOR,19.0,13402.0,3.0
35.0, no , research & development ,942.0,FEMALE, healthcare representative ,10.0,4014.0,4.0
37.0,NO,RESEARCH & DEVELOPMENT,267.0, male , research scientist ,8.0,3564.0,3.0
25.0, yes , sales ,952.0,MALE, nan ,1.0,2413.0,3.0
20.0, yes ,RESEARCH & DEVELOPMENT,960.0, male ,LABORATORY TECHNICIAN,1.0,2973.0,3.0
30.0, nan , research & development ,1224.0, nan , laboratory technician ,10.0,3491.0,3.0
18.0, nan ,SALES,411.0,FEMALE, sales representative ,0.0,1200.0,3.0
38.0,NO,SALES,1995.0, male , sales executive ,15.0,4440.0,3.0
55.0, no , research & development ,1501.0, male , healthcare representative ,,4035.0,3.0
36.0, no ,RESEARCH & DEVELOPMENT,85.0, male , manufacturing director ,6.0,6499.0,3.0
45.0,NAN,RESEARCH & DEVELOPMENT,1460.0,MALE, healthcare representative ,7.0,10851.0,3.0
25.0,NO,NAN,885.0,MALE,SALES EXECUTIVE,,4256.0,3.0
,NAN, sales ,1996.0, male , sales representative ,2.0,,3.0
34.0, no , research & development ,1932.0, male ,NAN,15.0,5747.0,
22.0, no ,NAN,872.0, male , manufacturing director ,2.0,4775.0,4.0
33.0,NO,SALES,1924.0,MALE,SALES EXECUTIVE,10.0,,3.0
28.0, no ,RESEARCH & DEVELOPMENT,1286.0, male , laboratory technician ,4.0,2154.0,
39.0,NO, research & development ,444.0, male ,MANAGER,21.0,19272.0,3.0
38.0, no ,RESEARCH & DEVELOPMENT,1638.0,FEMALE,MANUFACTURING DIRECTOR,5.0,7756.0,3.0
32.0, no , research & development ,882.0, male , laboratory technician ,3.0,,3.0
27.0,NO,RESEARCH & DEVELOPMENT,700.0, male ,RESEARCH SCIENTIST,4.0,2045.0,3.0
45.0,NO, research & development ,1546.0,MALE,RESEARCH SCIENTIST,5.0,2132.0,4.0
35.0,NO, sales ,1554.0,FEMALE,SALES REPRESENTATIVE,,2430.0,4.0
32.0, yes ,RESEARCH & DEVELOPMENT,331.0, male , laboratory technician ,3.0,3730.0,3.0
, nan , research & development ,338.0,FEMALE,RESEARCH SCIENTIST,2.0,2911.0,3.0
35.0,NO,RESEARCH & DEVELOPMENT,771.0,FEMALE, nan ,1.0,5093.0,3.0
41.0,NAN,RESEARCH & DEVELOPMENT,1999.0,MALE,RESEARCH SCIENTIST,5.0,2782.0,4.0
30.0,NO, sales ,1211.0, male , sales executive ,4.0,4115.0,3.0
34.0, no , sales ,60.0,MALE,SALES EXECUTIVE,9.0,4568.0,4.0
40.0, no ,RESEARCH & DEVELOPMENT,1346.0, male ,RESEARCH SCIENTIST,9.0,4661.0,3.0
35.0,NO, sales ,1492.0, male , sales representative ,1.0,2404.0,3.0
39.0, no , research & development ,1800.0,MALE,NAN,4.0,13464.0,4.0
28.0, no ,RESEARCH & DEVELOPMENT,1102.0,MALE, laboratory technician ,4.0,2207.0,
,NO,RESEARCH & DEVELOPMENT,807.0, female ,HEALTHCARE REPRESENTATIVE,8.0,4244.0,4.0
54.0, no ,RESEARCH & DEVELOPMENT,799.0,FEMALE,MANUFACTURING DIRECTOR,5.0,5485.0,3.0
42.0, nan ,SALES,936.0,FEMALE, sales executive ,5.0,,
, no , sales ,1135.0, male , sales representative ,2.0,2791.0,3.0
29.0,NAN, human resources ,1865.0, male ,HUMAN RESOURCES,1.0,2804.0,3.0
31.0, no ,RESEARCH & DEVELOPMENT,1948.0, male ,RESEARCH SCIENTIST,4.0,3065.0,3.0
60.0, no ,RESEARCH & DEVELOPMENT,549.0,FEMALE, manager ,29.0,19566.0,3.0
29.0,NO, research & development ,, male ,NAN,,4262.0,3.0
51.0,NO, research & development ,, male , research director ,10.0,12490.0,3.0
, no , research & development ,1430.0,FEMALE, research director ,3.0,16422.0,3.0
26.0,NAN, research & development ,510.0, male ,RESEARCH SCIENTIST,6.0,3102.0,4.0
43.0, no , human resources ,1778.0,MALE, human resources ,,3539.0,3.0
32.0,NAN,NAN,, male , laboratory technician ,1.0,2795.0,4.0
32.0, no , sales ,207.0,NAN, sales executive ,9.0,8998.0,3.0
42.0, no , research & development ,1860.0, male , laboratory technician ,0.0,3968.0,3.0
37.0, no , sales ,626.0, male , sales executive ,,8834.0,3.0
56.0,NO,RESEARCH & DEVELOPMENT,1191.0, female , manager ,5.0,19943.0,3.0
, no ,RESEARCH & DEVELOPMENT,1317.0, female ,RESEARCH DIRECTOR,3.0,16880.0,3.0
23.0, no ,RESEARCH & DEVELOPMENT,1270.0, male ,RESEARCH SCIENTIST,1.0,,4.0
20.0, no ,RESEARCH & DEVELOPMENT,657.0,FEMALE, research scientist ,1.0,2836.0,3.0
58.0, no ,RESEARCH & DEVELOPMENT,214.0,FEMALE, research scientist ,1.0,3346.0,4.0
35.0, no , research & development ,2008.0, male , nan ,10.0,5098.0,
57.0,NO, research & development ,223.0,MALE, healthcare representative ,,9439.0,3.0
32.0, no ,RESEARCH & DEVELOPMENT,439.0,FEMALE,RESEARCH SCIENTIST,7.0,5055.0,3.0
34.0, no , research & development ,,MALE,LABORATORY TECHNICIAN,1.0,2008.0,3.0
,NO,RESEARCH & DEVELOPMENT,997.0,NAN, research director ,5.0,17399.0,4.0
40.0, nan ,RESEARCH & DEVELOPMENT,1375.0, female , healthcare representative ,12.0,6377.0,4.0
33.0,NO,HUMAN RESOURCES,910.0,MALE, human resources ,,2277.0,3.0
45.0,NO, research & development ,452.0,MALE,RESEARCH SCIENTIST,10.0,3697.0,
51.0,NO, sales ,120.0, male ,SALES EXECUTIVE,10.0,5441.0,
, no ,RESEARCH & DEVELOPMENT,1030.0,MALE,LABORATORY TECHNICIAN,1.0,2380.0,3.0
38.0,NO,SALES,709.0, female ,SALES EXECUTIVE,7.0,4028.0,
22.0, no , research & development ,,FEMALE, laboratory technician ,0.0,2871.0,3.0
35.0, no ,RESEARCH & DEVELOPMENT,53.0,MALE,LABORATORY TECHNICIAN,1.0,,3.0
55.0, no ,RESEARCH & DEVELOPMENT,1278.0,MALE,HEALTHCARE REPRESENTATIVE,33.0,13577.0,3.0
23.0, nan , research & development ,, male ,LABORATORY TECHNICIAN,4.0,,3.0
33.0, no ,RESEARCH & DEVELOPMENT,1515.0, male ,HEALTHCARE REPRESENTATIVE,0.0,6388.0,3.0
25.0,NO, nan ,1987.0, female , human resources ,2.0,,3.0
45.0,NO,RESEARCH & DEVELOPMENT,1888.0, female ,MANUFACTURING DIRECTOR,9.0,5906.0,3.0
42.0,NO, research & development ,875.0, male ,RESEARCH SCIENTIST,2.0,2515.0,3.0
45.0, nan ,RESEARCH & DEVELOPMENT,86.0,MALE,RESEARCH SCIENTIST,1.0,9724.0,3.0
32.0,NO,SALES,195.0,MALE, sales executive ,8.0,4668.0,
34.0,NO, nan ,621.0,MALE, sales executive ,10.0,5337.0,3.0
43.0,NO, research & development ,520.0,MALE,RESEARCH DIRECTOR,25.0,14336.0,3.0
31.0, no , research & development ,76.0, male ,LABORATORY TECHNICIAN,,5915.0,4.0
,YES, sales ,1691.0,FEMALE, sales representative ,9.0,2655.0,3.0
29.0,YES,SALES,1165.0,FEMALE,SALES EXECUTIVE,11.0,7336.0,3.0
20.0, no ,RESEARCH & DEVELOPMENT,657.0,FEMALE, research scientist ,1.0,2836.0,3.0
40.0,NAN, research & development ,1361.0,NAN,LABORATORY TECHNICIAN,4.0,2387.0,
, no , research & development ,1407.0, male ,RESEARCH SCIENTIST,4.0,3904.0,3.0
32.0, no , research & development ,2038.0,MALE, research scientist ,4.0,,3.0
33.0, yes , sales ,819.0, female , sales executive ,3.0,5324.0,
38.0,YES,NAN,1573.0,MALE, manufacturing director ,5.0,4855.0,3.0
52.0, no ,RESEARCH & DEVELOPMENT,543.0,MALE, manufacturing director ,5.0,7969.0,3.0
39.0, no ,NAN,1936.0,MALE,MANUFACTURING DIRECTOR,10.0,5151.0,4.0
34.0,NAN,RESEARCH & DEVELOPMENT,757.0,FEMALE,HEALTHCARE REPRESENTATIVE,5.0,6142.0,3.0
50.0, yes , sales ,1113.0, male , sales executive ,0.0,4728.0,3.0
27.0,YES, sales ,667.0,MALE,SALES REPRESENTATIVE,4.0,3041.0,3.0
46.0, no ,SALES,,FEMALE, sales executive ,24.0,10453.0,4.0
45.0,NO,RESEARCH & DEVELOPMENT,425.0, male ,LABORATORY TECHNICIAN,24.0,5210.0,3.0
32.0, no ,RESEARCH & DEVELOPMENT,1516.0,MALE,MANAGER,5.0,11244.0,4.0
55.0, no , research & development ,374.0, male ,MANAGER,36.0,19045.0,3.0
35.0, yes , research & development ,1569.0,FEMALE, laboratory technician ,1.0,2074.0,3.0
35.0, no ,RESEARCH & DEVELOPMENT,,MALE, laboratory technician ,5.0,2426.0,3.0
43.0, nan ,RESEARCH & DEVELOPMENT,663.0,MALE, laboratory technician ,8.0,5679.0,3.0
48.0, no , sales ,1557.0, female ,SALES EXECUTIVE,8.0,6439.0,3.0
45.0, no , sales ,,NAN,SALES EXECUTIVE,10.0,4385.0,3.0
, yes ,SALES,1876.0, male ,NAN,1.0,1081.0,3.0
,NAN, research & development ,468.0,FEMALE, research director ,1.0,,3.0
42.0,NO, research & development ,, female , research scientist ,1.0,2372.0,3.0
34.0,YES, human resources ,1467.0, female , human resources ,2.0,2742.0,3.0
50.0,NO,RESEARCH & DEVELOPMENT,1539.0,MALE,RESEARCH DIRECTOR,,14411.0,3.0
37.0, no ,RESEARCH & DEVELOPMENT,802.0, female ,NAN,5.0,2782.0,3.0
51.0, no ,SALES,1391.0, male , nan ,4.0,10596.0,3.0
35.0,NO,RESEARCH & DEVELOPMENT,880.0,FEMALE,NAN,17.0,10685.0,4.0
45.0,NO,SALES,302.0, female , nan ,19.0,8865.0,3.0
, no ,RESEARCH & DEVELOPMENT,1382.0,MALE, nan ,4.0,2610.0,3.0
, no ,RESEARCH & DEVELOPMENT,98.0,FEMALE,MANUFACTURING DIRECTOR,11.0,4424.0,4.0
34.0,NO, nan ,838.0,FEMALE, research scientist ,5.0,2553.0,3.0
32.0,YES,RESEARCH & DEVELOPMENT,33.0,FEMALE, research scientist ,10.0,3919.0,4.0
52.0,NO, research & development ,813.0, female ,LABORATORY TECHNICIAN,5.0,3149.0,4.0
35.0, no , research & development ,856.0, female ,RESEARCH SCIENTIST,6.0,2559.0,3.0
41.0, nan , sales ,625.0, female , manager ,18.0,16595.0,3.0
24.0,NAN, sales ,632.0, nan , sales representative ,2.0,2400.0,3.0
44.0, no , research & development ,1206.0, male ,RESEARCH SCIENTIST,0.0,2290.0,3.0
,YES,SALES,27.0, male ,SALES REPRESENTATIVE,5.0,3407.0,
30.0, nan ,NAN,1816.0, female , manufacturing director ,7.0,9667.0,3.0
24.0,NO, human resources ,1746.0, male ,HUMAN RESOURCES,2.0,2145.0,3.0
50.0,NO,RESEARCH & DEVELOPMENT,1061.0,MALE,RESEARCH DIRECTOR,8.0,19237.0,3.0
, nan , sales ,864.0, nan ,SALES EXECUTIVE,5.0,10761.0,3.0
37.0,NO, nan ,77.0,MALE,MANUFACTURING DIRECTOR,7.0,5993.0,3.0
30.0, nan ,SALES,1562.0, male , sales executive ,,9714.0,3.0
44.0,NO, research & development ,1288.0, male , manager ,25.0,19190.0,3.0
27.0, no , sales ,1371.0, male ,SALES EXECUTIVE,6.0,5071.0,4.0
31.0,NO, research & development ,442.0,FEMALE,MANUFACTURING DIRECTOR,10.0,8943.0,4.0
25.0,YES, research & development ,538.0, male ,NAN,2.0,4031.0,
24.0,YES,HUMAN RESOURCES,1714.0,MALE,HUMAN RESOURCES,1.0,,
35.0, no ,SALES,204.0, nan , sales executive ,10.0,7295.0,3.0
46.0,NO,SALES,1732.0, nan , sales executive ,10.0,10368.0,3.0
37.0,NO, sales ,152.0, nan , nan ,5.0,,3.0
18.0,NAN,RESEARCH & DEVELOPMENT,1839.0,FEMALE,RESEARCH SCIENTIST,0.0,1514.0,3.0
39.0,NAN, research & development ,2014.0, male ,RESEARCH SCIENTIST,7.0,4108.0,3.0
26.0, no , nan ,641.0,MALE,SALES EXECUTIVE,5.0,,4.0
59.0, no , research & development ,1032.0,FEMALE, nan ,5.0,13726.0,3.0
44.0,NO, sales ,1267.0, male ,MANAGER,22.0,18213.0,3.0
28.0, no , research & development ,,MALE,MANUFACTURING DIRECTOR,8.0,6549.0,3.0
18.0, no ,RESEARCH & DEVELOPMENT,1368.0, female ,LABORATORY TECHNICIAN,,1611.0,3.0
27.0, no , research & development ,, male , research scientist ,5.0,2517.0,
41.0, nan , human resources ,734.0, male , manager ,22.0,19189.0,
27.0, no , research & development ,497.0,MALE,LABORATORY TECHNICIAN,5.0,3816.0,3.0
41.0, no , sales ,1678.0, male , sales executive ,2.0,7082.0,3.0
44.0, no ,RESEARCH & DEVELOPMENT,913.0, male , research scientist ,8.0,,3.0
, no , research & development ,1885.0,MALE, research scientist ,5.0,4284.0,4.0
37.0, no ,RESEARCH & DEVELOPMENT,,MALE, research scientist ,1.0,4680.0,3.0
20.0, no ,SALES,1680.0,MALE,NAN,2.0,2728.0,3.0
32.0,NO,SALES,330.0, female ,SALES REPRESENTATIVE,4.0,3931.0,3.0
30.0,NO, sales ,1568.0, male , sales executive ,4.0,9250.0,3.0
30.0, no , research & development ,41.0, male ,LABORATORY TECHNICIAN,10.0,2206.0,3.0
45.0,NO, research & development ,206.0, male , laboratory technician ,17.0,2348.0,3.0
31.0, no ,RESEARCH & DEVELOPMENT,1736.0,FEMALE,MANUFACTURING DIRECTOR,5.0,,
28.0,NO,SALES,1469.0, male ,SALES EXECUTIVE,5.0,8463.0,3.0
41.0, no ,HUMAN RESOURCES,1722.0,NAN, human resources ,3.0,6430.0,3.0
36.0,NO,SALES,1362.0,FEMALE, sales executive ,15.0,4639.0,3.0
, no ,RESEARCH & DEVELOPMENT,1012.0,NAN, research scientist ,0.0,1051.0,3.0
55.0, nan ,RESEARCH & DEVELOPMENT,, male ,RESEARCH SCIENTIST,5.0,2662.0,4.0
, no ,RESEARCH & DEVELOPMENT,1997.0, male , manufacturing director ,8.0,5321.0,3.0
39.0,NO,RESEARCH & DEVELOPMENT,,FEMALE,HEALTHCARE REPRESENTATIVE,19.0,10938.0,4.0
34.0, yes , sales ,502.0,MALE, sales executive ,5.0,5304.0,3.0
43.0, no ,RESEARCH & DEVELOPMENT,, male , laboratory technician ,3.0,2258.0,4.0
28.0, no , sales ,1056.0, male ,SALES REPRESENTATIVE,1.0,1052.0,4.0
44.0, no ,HUMAN RESOURCES,665.0,FEMALE,HUMAN RESOURCES,,5985.0,3.0
37.0,NO,SALES,656.0, male ,SALES EXECUTIVE,3.0,9602.0,3.0
30.0,NO,SALES,508.0, male , sales representative ,,2476.0,3.0
40.0,NO, sales ,1066.0, male , sales executive ,7.0,8396.0,
34.0,NO,RESEARCH & DEVELOPMENT,797.0,FEMALE, research scientist ,4.0,3280.0,
30.0,NO,SALES,567.0,FEMALE, sales executive ,9.0,8412.0,3.0
33.0,NO,NAN,1502.0,FEMALE, laboratory technician ,,3838.0,3.0
29.0, no , research & development ,1264.0,FEMALE,RESEARCH DIRECTOR,7.0,16124.0,
35.0,NO, research & development ,1412.0,MALE, manufacturing director ,2.0,9362.0,3.0
49.0,NO,NAN,2065.0, male ,SALES EXECUTIVE,9.0,5390.0,3.0
26.0, nan ,RESEARCH & DEVELOPMENT,686.0,FEMALE,NAN,3.0,2659.0,3.0
27.0,NO,RESEARCH & DEVELOPMENT,434.0, female ,RESEARCH SCIENTIST,4.0,,3.0
47.0, no ,SALES,1731.0, male , sales executive ,1.0,4978.0,3.0
43.0,NO,RESEARCH & DEVELOPMENT,902.0, female , healthcare representative ,,5562.0,3.0
40.0, no , nan ,483.0,FEMALE, laboratory technician ,7.0,2213.0,
36.0, no ,SALES,1880.0,FEMALE, sales executive ,10.0,5673.0,3.0
42.0,NO,SALES,1029.0,MALE,MANAGER,1.0,18303.0,3.0
40.0,NO,NAN,615.0, male ,SALES EXECUTIVE,1.0,10932.0,3.0
18.0,YES,RESEARCH & DEVELOPMENT,,MALE,LABORATORY TECHNICIAN,0.0,1904.0,3.0
39.0, no ,NAN,1812.0, male ,SALES EXECUTIVE,2.0,4127.0,3.0
34.0,NO,SALES,1774.0,MALE,SALES EXECUTIVE,15.0,4001.0,3.0
45.0, no , sales ,240.0,FEMALE,SALES EXECUTIVE,5.0,5006.0,
42.0, no , nan ,1242.0,FEMALE, research director ,1.0,,3.0
, no ,SALES,1657.0, nan , sales representative ,2.0,2783.0,3.0
, no , research & development ,12.0, male , manufacturing director ,9.0,9526.0,4.0
35.0, no ,RESEARCH & DEVELOPMENT,1172.0, male , laboratory technician ,8.0,2258.0,3.0
44.0,NO,RESEARCH & DEVELOPMENT,671.0,MALE, manager ,,19513.0,3.0
,NO, research & development ,1394.0,MALE,RESEARCH SCIENTIST,6.0,2996.0,3.0
40.0,NO, research & development ,1829.0,NAN, healthcare representative ,7.0,4448.0,
46.0,NO, research & development ,1007.0, male ,MANUFACTURING DIRECTOR,8.0,10845.0,3.0
, no ,RESEARCH & DEVELOPMENT,1022.0, male ,HEALTHCARE REPRESENTATIVE,,4240.0,
30.0, no , research & development ,548.0, female , nan ,5.0,6091.0,4.0
43.0,NO, sales ,327.0, female ,MANAGER,17.0,16064.0,4.0
35.0, no , nan ,2052.0,FEMALE,RESEARCH SCIENTIST,4.0,2977.0,3.0
,NO, nan ,,MALE,RESEARCH SCIENTIST,1.0,3072.0,3.0
33.0, no ,RESEARCH & DEVELOPMENT,692.0,MALE,HEALTHCARE REPRESENTATIVE,13.0,7725.0,4.0
27.0,NO,SALES,1965.0,MALE,SALES EXECUTIVE,7.0,4105.0,3.0
53.0,NO, research & development ,901.0, female , research director ,12.0,,3.0
33.0, no , research & development ,1545.0,MALE,MANUFACTURING DIRECTOR,5.0,4320.0,3.0
35.0, no , research & development ,845.0,MALE,MANUFACTURING DIRECTOR,8.0,,4.0
36.0, nan , sales ,1436.0,FEMALE, sales executive ,3.0,5647.0,3.0
51.0,NO, nan ,1352.0, male , manager ,33.0,14026.0,3.0
25.0,NO, research & development ,1415.0, male , laboratory technician ,3.0,3229.0,
23.0,NO, research & development ,465.0, male ,RESEARCH SCIENTIST,4.0,2904.0,3.0
53.0, nan ,NAN,1050.0, female ,SALES EXECUTIVE,15.0,7525.0,3.0
51.0,NO, research & development ,1367.0,FEMALE, manufacturing director ,5.0,13142.0,3.0
19.0, nan , research & development ,,FEMALE, laboratory technician ,1.0,1483.0,3.0
,NO, sales ,, male , sales executive ,10.0,7823.0,3.0
30.0,NO, research & development ,1241.0, male ,RESEARCH SCIENTIST,11.0,3579.0,4.0
27.0,NO, sales ,1898.0, female ,SALES EXECUTIVE,8.0,6500.0,3.0
44.0,NO,RESEARCH & DEVELOPMENT,1225.0,NAN, research scientist ,20.0,4541.0,4.0
34.0, nan , nan ,,MALE, laboratory technician ,7.0,5346.0,3.0
28.0,NO, sales ,498.0, male , sales executive ,7.0,5253.0,3.0
,NO,RESEARCH & DEVELOPMENT,1525.0,FEMALE,MANUFACTURING DIRECTOR,2.0,8376.0,3.0
50.0,NO,RESEARCH & DEVELOPMENT,141.0,FEMALE, research director ,8.0,18172.0,3.0
30.0, no , research & development ,1763.0, male , healthcare representative ,7.0,5294.0,3.0
35.0, no ,RESEARCH & DEVELOPMENT,,NAN, research scientist ,,4249.0,3.0
25.0,NO, research & development ,,MALE,MANUFACTURING DIRECTOR,,5206.0,3.0
55.0, no , sales ,1578.0,MALE, manager ,36.0,19586.0,4.0
59.0, no ,SALES,1254.0, female ,NAN,6.0,5171.0,3.0
37.0,NO, research & development ,403.0, male , research scientist ,4.0,2326.0,3.0
31.0,NO,RESEARCH & DEVELOPMENT,16.0, male , nan ,5.0,2911.0,3.0
51.0, no ,RESEARCH & DEVELOPMENT,1786.0, female , manager ,2.0,13116.0,3.0
38.0, nan ,RESEARCH & DEVELOPMENT,803.0, female ,MANUFACTURING DIRECTOR,15.0,5980.0,3.0
26.0,YES, sales ,1037.0,MALE, sales executive ,2.0,4969.0,3.0
56.0,YES, research & development ,2032.0, male ,LABORATORY TECHNICIAN,10.0,2339.0,3.0
45.0, no , research & development ,1712.0, male , healthcare representative ,23.0,10748.0,4.0
35.0, no ,SALES,1945.0, male ,SALES EXECUTIVE,5.0,5561.0,3.0
44.0,NO,RESEARCH & DEVELOPMENT,1903.0, male , healthcare representative ,2.0,5033.0,3.0
42.0,NO, research & development ,, male , manager ,22.0,19232.0,3.0
51.0,NO, sales ,500.0, female , sales executive ,7.0,,3.0
48.0,NO,SALES,712.0,MALE,SALES EXECUTIVE,2.0,8120.0,3.0
31.0, yes ,RESEARCH & DEVELOPMENT,1160.0, male , nan ,2.0,2610.0,3.0
, no , research & development ,1430.0,FEMALE, research director ,3.0,16422.0,3.0
40.0, no ,SALES,1740.0,MALE, manager ,21.0,19833.0,3.0
34.0, nan ,SALES,666.0, female ,SALES REPRESENTATIVE,8.0,,3.0
30.0,NO,NAN,982.0,MALE, sales executive ,8.0,7264.0,3.0
32.0,NO,NAN,134.0, male ,RESEARCH SCIENTIST,1.0,,
39.0, yes , research & development ,1458.0, female ,LABORATORY TECHNICIAN,,3646.0,
42.0, no , human resources ,1231.0,MALE, human resources ,4.0,6272.0,3.0
41.0, no , sales ,1815.0,FEMALE, nan ,22.0,10447.0,3.0
,NO,RESEARCH & DEVELOPMENT,1581.0, female , research scientist ,1.0,2061.0,4.0
36.0,NO, research & development ,1790.0,MALE,HEALTHCARE REPRESENTATIVE,,,
